id,product,component,reporter,bug_status,resolution,priority,bug_severity,version,short_desc,opendate,dup_list,root_id,disc_id
417,Tomcat 3,Jasper,raghavanshobha,RESO,INVA,P1,enh,3.1.1,Unable to load class instead of java.lang.NoClassDefFoundError BugRat Report#719,1/8/2001,,,
418,Tomcat 3,Servlet,jasper_de_keijzer,RESO,DUPL,P1,nor,3.2.1,Escaped URL's are not recognized by Tomcat BugRat Report#723,1/9/2001,,369,369
419,Tomcat 4,Connecto,anonymous-bug,RESO,FIXE,P1,nor,4.0 B,Tomcat does not properly seperate the servlet name when the URL is encoded witht a session ID and no extra path info. BugRat Report#726,1/9/2001,,,
420,Ant,Core tas,agoodno,CLOS,INVA,P1,nor,1.2,dir attribute on <exec> not working BugRat Report#727,1/9/2001,,,
421,Tomcat 3,Connecto,anonymous-bug,RESO,DUPL,P1,nor,3.2.x,mod_jk build fails on Solaris/sparc BugRat Report#728,1/9/2001,,1343,354
422,Tomcat 3,Unknown,anantl,RESO,INVA,P1,nor,Unkno,Tomcat make illegal operation and close itself suddenly BugRat Report#729,1/10/2001,,,
424,Tomcat 3,Config,John.Korpal,RESO,WORK,P1,nor,3.2.1,Welcome-file tag fails BugRat Report#733,1/10/2001,,,
425,Tomcat 4,Catalina,anonymous-bug,RESO,INVA,P1,nor,4.0 M,ClassLoaded & Verifier error (follow up Bugs 604 and 688) BugRat Report#734,1/10/2001,,,
426,Tomcat 3,Jasper,anonymous-bug,RESO,INVA,P1,nor,3.2.x,JSP includes BugRat Report#735,1/10/2001,,,
427,Tomcat 3,Config,anonymous-bug,RESO,WONT,P1,nor,3.2.x,Unable to Unwrap the WAR file if placed in different context. And not reading the web.xml file. BugRat Report#737,1/11/2001,,,
428,Tomcat 4,Jasper,anonymous-bug,RESO,FIXE,P1,nor,4.0 B,JSP tags names must be valid variable names BugRat Report#738,1/11/2001,,,
429,Tomcat 3,Auth,gokul.singh,RESO,FIXE,P1,nor,3.2.x,Problem when I try to store a referance to the session in the context and then when I try to access it in the next request I get NullPointerException BugRat Report#739,1/11/2001,,,
430,Tomcat 3,Servlet,taso,RESO,FIXE,P1,nor,3.2.1,url-pattern in security constraint broken BugRat Report#741,1/11/2001,,,
432,Tomcat 3,Config,anonymous-bug,RESO,INVA,P1,nor,3.2.1,"""tar: directory checksum error"" on jakarta-tomcat-3.2.1-src.tar BugRat Report#745",1/11/2001,,,
433,Tomcat 3,Connecto,jamescourtney_1999,RESO,FIXE,P1,nor,3.2.x,"Additional logging in jk_uri_worker_map.c, function map_uri_to_worker BugRat Report#746",1/11/2001,,,
434,Tomcat 3,Jasper,dev,RESO,FIXE,P1,maj,3.2.x,java.io.IOException shouldn't be imported BugRat Report#748,1/11/2001,,,
435,Tomcat 4,Catalina,anonymous-bug,RESO,INVA,P1,nor,4.0 B,"webwork.war (webwork 0.9) fails in 4.0, ok in 3.2.1 BugRat Report#750",1/12/2001,,,
436,Tomcat 3,Servlet,kzaragoza,RESO,INVA,P1,nor,3.1 F,NullPointerException thrown in SessionInterceptor when debug logging is on BugRat Report#751,1/12/2001,,,
437,Tomcat 3,Unknown,anonymous-bug,RESO,FIXE,P1,nor,Unkno,req.getParameter(name) Ignores charset. always assumes ISO8859-1. BugRat Report#753,1/12/2001,,,
438,Tomcat 4,Unknown,dwilliams,RESO,WONT,P1,nor,4.0 B,Tomcat sending the real port which Apache is running on. BugRat Report#754,1/12/2001,,,
439,Tomcat 3,Unknown,thomas,RESO,WORK,P1,nor,Unkno,"Cannot use custom tags, illegalAccessError BugRat Report#755",1/12/2001,,,
440,Tomcat 3,Servlet,anonymous-bug,RESO,WORK,P1,nor,3.2.1,HTTP POST incorrect behavior BugRat Report#758,1/12/2001,,,
441,Tomcat 3,Servlet,anonymous-bug,RESO,INVA,P1,nor,3.2.1,[BUG] BugRat Report#759,1/14/2001,,,
442,Tomcat 3,Servlet,ralf.eichinger,RESO,INVA,P1,nor,3.1 F,tomcat dying after some time BugRat Report#760,1/14/2001,,,
443,Tomcat 3,Config,vic4,RESO,WORK,P1,nor,3.2.x,incomplete classpath when running from BugRat Report#761,1/14/2001,,,
444,Tomcat 3,Servlet,zhanyi,RESO,WORK,P1,nor,3.2.1,tomcat teminated unexpectedly BugRat Report#765,1/14/2001,,,
445,Tomcat 4,Catalina,simone.cella,RESO,FIXE,P1,nor,4.0 B,bug when using encodeURL and encodeRedirect URL methods (it all works perfectly using Tomcat 3.1) BugRat Report#766,1/15/2001,,,
446,Tomcat 3,Config,reinhard.schick,RESO,WONT,P1,nor,3.2.1,The size of jasper.log can't be configured ?! BugRat Report#767,1/15/2001,,,
447,Tomcat 3,Servlet,Gerd.Meister,RESO,FIXE,P1,nor,3.2.1,Classpath issue for tomcat\doc\appdev\sample\Build.bat under Windows BugRat Report#768,1/15/2001,,,
448,Tomcat 4,Catalina,tomcat-bugs,RESO,WONT,P1,nor,4.0 B,Support for PROPPATCH in WebDAV Servlet BugRat Report#769,1/15/2001,,,
449,Tomcat 3,Servlet,ccox,RESO,INVA,P1,nor,3.2.x,org.apache.tomcat.facade.HttpSessionFacade.getAttribute(HttpSessionFacade.java:162) BugRat Report#770,1/15/2001,,,
450,Tomcat 3,Servlet,anonymous-bug,RESO,INVA,P1,nor,3.2.x,RequestDispatcher.forward() broken with custom ServletRequest implementations BugRat Report#771,1/15/2001,,,
451,Tomcat 3,Jasper,anonymous-bug,RESO,WONT,P5,min,3.2.x,ServletException displaying wrong lines in debug information BugRat Report#772,1/15/2001,,,
452,Tomcat 4,Jasper,anonymous-bug,RESO,WORK,P1,nor,Unkno,"Using jsp:include with an html and flush=""true"" generates exception BugRat Report#773",1/15/2001,,,
453,Tomcat 4,Jasper,anonymous-bug,RESO,FIXE,P1,nor,Unkno,"Errors in jsp:include jsp file with flush=""true"" are not displayed in Internet Explorer BugRat Report#775",1/15/2001,,,
454,Tomcat 3,Connecto,bixler99,CLOS,LATE,P1,nor,3.2 F,mod_jk bug spawns unlimited rogue Apache processes BugRat Report#776,1/16/2001,,,
455,Tomcat 3,Connecto,anonymous-bug,RESO,INVA,P1,nor,3.2 F,JSP or HTML work fine when tomcat standalone but not integrated into Apache Webserver BugRat Report#777,1/16/2001,,,
456,Tomcat 3,Unknown,mho,RESO,INVA,P1,nor,Unkno,Redirect to welcome file works not too well BugRat Report#780,1/16/2001,,,
457,Tomcat 3,Unknown,mho,RESO,FIXE,P1,nor,3.3 B,Problems with virtual hosts on NT BugRat Report#781,1/16/2001,,,
458,Tomcat 4,Connecto,brantner,RESO,FIXE,P3,nor,4.0 B,Error Mounting a WebApp over mod_webapp with Apache BugRat Report#782,1/16/2001,,,
459,Tomcat 3,Unknown,tim_tye,RESO,INVA,P1,nor,Unkno,req.getInputStream()  causes req.getParameterNames() to hang 60-80 seconds. BugRat Report#783,1/16/2001,,,
460,Tomcat 3,Unknown,tim_tye,RESO,DUPL,P1,nor,Unkno,Servlet Request getCharacterEncoding returns Incorrect value on Netscape. BugRat Report#784,1/16/2001,,461,460
461,Tomcat 4,Unknown,tim_tye,RESO,FIXE,P1,nor,Unkno,"Use setCharacterEncoding(""UTF8"") does not change the way getParameterValue*() decodes characters. BugRat Report#785",1/16/2001,[460],461,460
462,Tomcat 3,Unknown,bjv,RESO,DUPL,P1,nor,3.2 F,Thread in jk_ajp12_worker.c spins in infinite loop BugRat Report#786,1/16/2001,,264,264
463,Tomcat 3,Encoding,sijaiko,RESO,FIXE,P1,nor,3.2.1,Ctx( /examples ): IOException in: R( /examples +  + null) Not an ISO 8859_1 character:? BugRat Report#788,1/17/2001,,,
464,Tomcat 3,Unknown,ayakovets,RESO,INVA,P1,nor,Unkno,a BugRat Report#789,1/17/2001,,,
465,Tomcat 4,Connecto,aterrill,RESO,FIXE,P1,nor,4.0 B,Incomplete Documentation in server.xml for apache connector BugRat Report#790,1/17/2001,,,
466,Tomcat 3,Connecto,pv_rajesh,RESO,FIXE,P1,nor,3.2.x,Server throws an request exception for  every request BugRat Report#792,1/17/2001,,,
468,Tomcat 3,Servlet,nixnixnix,RESO,WORK,P1,maj,3.2.3,Waiting 1 minute for response after Netscape issue a POST method to Tomcat BugRat Report#794,1/17/2001,,,
469,Watchdog,Servlet,jimfitzw,UNCO,---,P1,nor,unspe,"in example-taglib.tld ""urn"" should be ""uri"" BugRat Report#795",1/17/2001,,,
470,Watchdog,Servlet,jimfitzw,UNCO,---,P1,nor,unspe,FAIL positiveForward.jsp and positiveInclude.jsp BugRat Report#796,1/17/2001,,,
471,Tomcat 3,Connecto,amit,CLOS,LATE,P5,min,3.2 F,Problem using jk_nt_service (with a blank space in tomcat_home directory path) BugRat Report#797,1/17/2001,,,
472,Tomcat 4,Catalina,anonymous-bug,RESO,INVA,P1,nor,4.0 B,A nonfatal internal JIT <3.10.107<x>> error: NULL relocation target' has occurred in: 'org/apache/crimson/parser/Paser2.maybeComment <Z>Z': Interpreting method. BugRat Report#798,1/17/2001,[3818],472,472
473,Tomcat 3,Servlet,gokul.singh,RESO,WORK,P1,nor,3.2.1,Headers not being set BugRat Report#799,1/18/2001,,,
474,Tomcat 3,Config,egomolka,RESO,WORK,P1,nor,3.2.1,Can't start Tomcat with security BugRat Report#800,1/18/2001,,,
475,Tomcat 3,Connecto,anonymous-bug,RESO,FIXE,P1,nor,3.2.x,SimpleTcpConnector doesn't work BugRat Report#802,1/18/2001,,,
476,ORO,Main,matthew.stevens,CLOS,FIXE,P1,nor,Unkno,MatchActionProcessor.processMatches does not set 'info.pattern' as it is documented too BugRat Report#803,1/19/2001,,,
477,Tomcat 3,Unknown,anonymous-bug,RESO,WORK,P1,nor,Unkno,Imort of packages in included JSP page BugRat Report#805,1/19/2001,,,
478,Ant,Core tas,atiyaman,CLOS,WORK,P1,nor,1.2,"<ant antfile=""mydir/mybuild.xml"" dir=""mydir"" /> DIR does not work right BugRat Report#806",1/19/2001,,,
479,Ant,Optional,Michael.Shamberger,RESO,WORK,P1,nor,unspe,ant build fails in ejbjar BugRat Report#807,1/19/2001,,,
480,Tomcat 3,Jasper,adannecker,RESO,WORK,P1,nor,3.2.1,JSP programm can't execute in Tomcat ! BugRat Report#810,1/20/2001,,,
481,Tomcat 3,Jasper,AEG-Inc,RESO,WONT,P1,nor,3.2.1,Misleading exception report BugRat Report#812,1/20/2001,,,
482,Tomcat 3,Config,gupta.munish,RESO,FIXE,P1,nor,3.2.1,INstallation BugRat Report#813,1/20/2001,,,
483,Tomcat 3,Unknown,anonymous-bug,RESO,WORK,P1,nor,Unkno,jsp with tomcat bug BugRat Report#814,1/21/2001,,,
484,Tomcat 3,Connecto,filip,RESO,WORK,P1,nor,3.2.x,getRequestDispatcher works incorrectly BugRat Report#815,1/21/2001,,,
485,Tomcat 3,Servlet,anonymous-bug,CLOS,LATE,P1,nor,3.2.x,Cookie attributes not handled for cookies in Request BugRat Report#816,1/21/2001,,,
486,Tomcat 3,Encoding,a_ilyin,CLOS,LATE,P1,nor,3.2.1,????? instead of content of @include pages when contentType present in root page BugRat Report#817,1/22/2001,,,
487,Tomcat 4,Jasper,avolovoy,RESO,DUPL,P1,nor,4.0 B,JSPC Empty stack exeption BugRat Report#818,1/22/2001,,821,487
488,Tomcat 4,Unknown,vido,RESO,FIXE,P1,nor,4.0 B,"ServletOutputStream.write(byte[] b, int offs, int length) does not seem to work properly. BugRat Report#819",1/22/2001,,,
489,Tomcat 4,Catalina,vido,RESO,DUPL,P1,nor,4.0 B,Catalina's HttpProcessor doesn't always close its socket properly. BugRat Report#820,1/22/2001,,391,391
490,Ant,Core,jwortmann,CLOS,WONT,P1,enh,unspe,Project tag blows up on parse BugRat Report#821,1/22/2001,,,
491,Tomcat 3,Jasper,viola,RESO,INVA,P1,nor,3.1 F,incorrect .java generation under load BugRat Report#822,1/23/2001,,,
492,Tomcat 3,Servlet,gvz,RESO,INVA,P1,nor,3.2.x,Exception on wildcard URL servlet mapping BugRat Report#823,1/23/2001,,,
495,Tomcat 3,Unknown,adannecker,RESO,FIXE,P1,nor,3.1 F,what is this BugRat Report#828,1/23/2001,,,
497,ORO,Main,dglo,CLOS,FIXE,P1,nor,Unkno,ORO dies while trying to match a String with wierd characters BugRat Report#831,1/23/2001,,,
498,Tomcat 3,Unknown,crni,RESO,INVA,P1,nor,3.2.x,Problems with using xerces BugRat Report#833,1/24/2001,,,
499,Tomcat 3,Servlet,tim.taylor,RESO,FIXE,P1,nor,3.2.1,web.xml broken.  Jikes compilation broken. BugRat Report#834,1/24/2001,,,
500,Tomcat 3,Unknown,rbala,RESO,INVA,P1,nor,Unkno,Renaming XML as JSP causes errors on IE BugRat Report#835,1/24/2001,,,
503,Tomcat 3,Unknown,marc.chamberlain,CLOS,LATE,P1,blo,3.2.1,Java code has UNIX file seperator hardcoded,1/31/2001,,,
504,Tomcat 3,Unknown,joerg.ahrens,RESO,FIXE,P3,nor,3.2.1,valid sessions are replaced during forward,1/31/2001,,,
506,Tomcat 3,Jasper,kchan,RESO,LATE,P1,nor,3.2.1,JspC relative taglib URI not resolved correctly,1/31/2001,,,
507,Fop - No,general,fotis.jannidis,CLOS,FIXE,P1,nor,all,bad ASCII85 stream,2/1/2001,,,
508,Fop - No,general,fotis.jannidis,CLOS,INVA,P1,nor,all,single words in one line won't get hyphenated,2/1/2001,,,
509,Log4j -,Appender,dave.miller,RESO,FIXE,P1,maj,1,NullPointerException in FileAppender.subAppend,2/1/2001,,,
510,Tomcat 3,Connecto,bjv,RESO,FIXE,P3,nor,3.2 F,jk_sockbuf.c does not handle premature closes from tomcat connector,2/1/2001,,,
511,Tomcat 3,Servlet,mark,CLOS,LATE,P5,enh,3.1 F,Why is the web-app dtd stored remotely?,2/1/2001,,,
512,Tomcat 3,Config,jean-paul_abgrall,RESO,LATE,P3,nor,3.2.1,mod_jk can't be loaded from within <VirtualHost>,2/1/2001,,,
514,Fop - No,document,fotis.jannidis,CLOS,INVA,P1,nor,0.17,embedding fop still uses writer instead of streams,2/2/2001,,,
515,Fop - No,page-mas,fotis.jannidis,CLOS,INVA,P1,nor,0.17,just a test,2/2/2001,,,
516,Fop - No,document,fotis.jannidis,CLOS,INVA,P1,nor,all,test,2/2/2001,,,
517,Tomcat 3,Unknown,dsmith,CLOS,FIXE,P1,nor,3.2 F,Response problems when using IE,2/2/2001,,,
518,Batik -,Bridge,vincent.hardy,RESO,FIXE,P1,nor,1.0 B,Do not fail on elements Batik does not support,2/2/2001,,,
519,Batik -,GVT Text,vincent.hardy,RESO,FIXE,P1,nor,1.0 B,Temporary support for alt-glyph and SVG fonts,2/2/2001,,,
520,Tomcat 4,Catalina,PhilmoreW,RESO,INVA,P1,nor,4.0 B,Nonfatal internal JIT (3.10.107(x)) error 'Relocation error:  NULL relocation target',2/2/2001,,,
521,Tomcat 3,Jasper,jeandd123,RESO,INVA,P1,blo,3.2 F,Jsp file generating CLASSNOT FOUND exception during compliation,2/3/2001,,,
522,Tomcat 4,Catalina,craig.mcclanahan,RESO,FIXE,P3,nor,Night,Resources Implementation Logs Too Many Exceptions,2/3/2001,,,
523,Ant,Build Pr,jtfox,CLOS,WORK,P3,nor,unspe,nested classpath not possible with taskdef,2/4/2001,,,
524,Tomcat 3,Connecto,Nick.Holloway,RESO,WONT,P1,nor,3.2.1,Can't use Apache SSI with mod_jserv,2/5/2001,,,
525,Tomcat 3,Jasper,mat,RESO,LATE,P1,maj,3.1 F,bean initialization not guaranteed to be complete,2/5/2001,,,
526,Tomcat 3,Connecto,martin,RESO,FIXE,P3,nor,3.2.1,ajp13 hangs with multipart/form-data e.g. HTTP upload,2/5/2001,[294],526,294
527,Tomcat 3,Jasper,martin,RESO,LATE,P5,min,3.2.1,Changing .jar file in WEB-INF/lib might confuse the server,2/5/2001,,,
528,Tomcat 3,Jasper,kip,RESO,INVA,P1,nor,3.1 F,can't define simple types with tei definitions in taglib,2/5/2001,,,
529,Tomcat 4,Catalina,llturro,RESO,INVA,P1,nor,4.0 B,Parsing web.xml,2/5/2001,,,
530,Tomcat 3,Unknown,brentboyer,CLOS,LATE,P1,maj,3.2.1,problem with HTML form data upload (via HTTP POST) to a JSP,2/5/2001,,,
531,Tomcat 4,Jasper,remm,RESO,FIXE,P1,blo,Night,Jasper classloader can't load compiled servlet,2/5/2001,,,
532,Tomcat 3,Auth,labiance,RESO,FIXE,P3,maj,3.2.1,JDBCRealm auth fails using interbase interclient,2/5/2001,,,
535,Tomcat 3,Connecto,pwinkler,RESO,DUPL,P1,maj,3.2.1,deadlock in connection handler,2/6/2001,,136,136
536,Batik -,GVT Filt,vincent.hardy,RESO,FIXE,P1,nor,1.0 B,Check handling of primitiveUnits in filters,2/6/2001,,,
539,Tomcat 3,Auth,dcernahoschi,RESO,FIXE,P1,nor,3.2.1,Access Interceptor bug,2/7/2001,,,
540,Tomcat 3,Servlet,dumchikov,RESO,FIXE,P1,nor,3.2 F,error in examples and documentation,2/7/2001,,,
542,Ant,Core tas,bobby.woolf,RESO,WORK,P1,maj,1.2,Properties.load(InputStream) fails for EJB client run by Ant 1.2,2/7/2001,,,
543,Ant,Optional,timurz,CLOS,FIXE,P1,nor,1.3,NullPointerException in junit task,2/7/2001,,,
545,Tomcat 3,Jasper,bonevich,RESO,LATE,P1,maj,3.2.1,[PATCH] TAGDEPENDENT body content processing not implemented,2/7/2001,,,
546,Tomcat 4,Jasper,bonevich,RESO,FIXE,P1,maj,4.0 B,[PATCH] TAGDEPENDENT body content processing not implemented,2/7/2001,,,
548,Xerces-J,Core,robert.onslow,CLOS,FIXE,P1,nor,unspe,DOMParser namespaces feature defaults to true,2/8/2001,,,
549,Xerces-J,Core,blais,RESO,DUPL,P1,nor,unspe,NullPointerException when resolving external entities,2/8/2001,,4026,549
550,Ant,Core tas,anthony,CLOS,FIXE,P1,nor,1.3,the tar task change the mode of the executables files,2/8/2001,,,
551,Ant,Core tas,anthony,CLOS,WONT,P1,nor,1.3,the exec task doesn't accept '*' and '?' in its arguments,2/8/2001,,,
552,Ant,Core tas,anthony,RESO,FIXE,P1,nor,1.3,the compress task ignores the empty directories,2/8/2001,,,
553,Log4j -,Layout,amc1,RESO,FIXE,P5,nor,1,Bug in HTMLLayout,2/8/2001,,,
554,Batik -,Bridge,vincent.hardy,RESO,FIXE,P1,nor,1.0 B,Infinite loop if % on viewport width and height in SVG element,2/8/2001,,,
555,Tomcat 3,Unknown,vincent.hardy,RESO,FIXE,P1,nor,3.1 F,Type of stroke-dasharray,2/8/2001,,,
556,Tomcat 4,Catalina,dcernahoschi,RESO,FIXE,P1,nor,4.0 B,can't create Initial Context,2/9/2001,,,
557,Batik -,GVT Filt,tkormann,RESO,FIXE,P3,maj,1.0 B,java.lang.IllegalArgumentException Width (0) and height (0) must be > 0,2/9/2001,,,
559,Taglibs,Unknown,lee.ball,CLOS,INVA,P1,nor,unspe,Error when using ForTag,2/9/2001,,,
560,Batik -,SVG DOM,mhartle,RESO,FIXE,P1,nor,1.0 B,Batik CSS2 Conformance bug: element[attribute] does not work,2/9/2001,,,
561,Tomcat 3,Jasper,cvoelker,RESO,WONT,P1,nor,3.2.1,org.apache.jasper.JasperException: Unable to compile class for JSPerror: Can't write:,2/9/2001,,,
562,Ant,Core,ehsforward,RESO,FIXE,P1,nor,1.3,Ant fails to start win JVM is in a directory with spaces,2/9/2001,,,
563,Tomcat 3,Jasper,bschneid,RESO,LATE,P5,nor,3.2 F,jsp translator treats %> as closing tag even when on a one-line comment,2/9/2001,,,
564,Ant,Core tas,ehsforward,CLOS,FIXE,P5,nor,1.3,Zip/Jar tasks hangs when target file is included in zip,2/9/2001,,,
565,Batik -,SVG Rast,vincent.hardy,CLOS,FIXE,P1,nor,1.0 B,Add error printouts to rasterizer,2/9/2001,,,
566,Batik -,Bridge,vincent.hardy,CLOS,FIXE,P1,nor,1.0 B,Add support for overflow on clip-path,2/9/2001,,,
567,Tomcat 3,Webapps,akerr,RESO,FIXE,P1,nor,3.2.1,AccessInterceptor incorrectly matches paths,2/9/2001,,,
569,Log4j -,Configur,vincent,CLOS,INVA,P1,cri,1,fully qualified class name used as category name causes jvm to not load class,2/9/2001,,,
570,Tomcat 3,Servlet,murthy,RESO,FIXE,P1,nor,3.2.1,Session expiry -- StandardManager incorrectly uses getLastAccessedTime,2/9/2001,,,
571,Tomcat 3,Unknown,brightice,RESO,WONT,P1,cri,3.2.1,unresolved symbols in mod_jk,2/11/2001,,,
572,Xerces-J,Schema-D,jjc,RESO,FIXE,P1,nor,unspe,Invalid regular expression causes NullPointerException,2/11/2001,,,
573,Tomcat 4,Catalina,Jean-Francois.Lamy,RESO,FIXE,P1,nor,4.0 B,Java Security: sealing exception,2/11/2001,,,
574,Tomcat 4,Jasper,Jean-Francois.Lamy,RESO,FIXE,P1,nor,4.0 B,JSPC fails systematically with empty stack exception,2/11/2001,,,
575,Ant,Optional,ck,CLOS,FIXE,P1,blo,1.2,Ant1.2's optional tasks does not compile against JUnit 3.5,2/11/2001,,,
576,Ant,Optional,fern,CLOS,FIXE,P1,nor,1.3,"optional ejbjar does not create valid jar files, missing manifest",2/11/2001,,,
578,Tomcat 3,Unknown,sgala,RESO,FIXE,P1,nor,3.2.1,no cookies session tracking fails when used with SSL,2/12/2001,[269],578,266
579,Xerces-J,JAXP,fstengel,CLOS,WORK,P1,cri,unspe,Bug in JAXP,2/12/2001,,,
580,Tomcat 4,Webapps:,janis,RESO,INVA,P1,nor,4.0 B,"User agent (Mozilla/4.75 [en]) hangs (no timeout, need to be killed) then accessing a page in the Tomcat context",2/12/2001,,,
581,Tomcat 4,Webapps:,matthew,RESO,INVA,P3,maj,4.0 B,Tomcat unable to use FESI in lib directory of web application,2/12/2001,,,
589,Tomcat 3,Servlet,purvang,RESO,WORK,P1,blo,3.2.1,Creating & Maintanin Sessions using Tomcat 3.2.1,2/13/2001,,,
592,Tomcat 3,Auth,rainitin,RESO,WONT,P1,cri,3.1 F,tomcat crashes on its own after few days,2/13/2001,,,
593,Xerces-J,SAX,nicolas.bodin,ASSI,---,P5,enh,unspe,Avoid using static refrences in SAX Parser. Garbage collection.,2/13/2001,,,
594,Tomcat 3,Auth,dima,RESO,WORK,P3,maj,3.2.1,"""Wrong  user/password"" error while using BASIC auth-method",2/13/2001,,,
595,Tomcat 4,Catalina,bryan.basham,RESO,WORK,P3,maj,Night,RequestDispatcher forwards no data for static pages,2/13/2001,,,
598,Ant,Core,d.rees.l,CLOS,FIXE,P1,nor,1.3,Execute does not properly change drive for Windows,2/13/2001,,,
602,Xerces-J,DOM,cjtc,RESO,FIXE,P1,maj,unspe,importNode does not import unexpanded attributes,2/14/2001,,,
603,Ant,Core tas,ernst,RESO,FIXE,P3,nor,1.3,The <style> task does not support absolute paths,2/14/2001,,,
604,Ant,Document,phillip.wells,CLOS,FIXE,P1,nor,1.3,Description of VSS label task missing,2/14/2001,,,
605,Xerces-J,Core,pkuzel,RESO,INVA,P3,cri,unspe,Notation declaration causes NPE in StringPool,2/14/2001,,,
606,Tomcat 3,Unknown,gmoriak,RESO,INVA,P1,nor,3.2.1,The static initializer on a class is running twice,2/14/2001,,,
607,Ant,Build Pr,sik,CLOS,WORK,P1,maj,1.2,Order not considered in build targets,2/14/2001,,,
609,Ant,Core,cmeyer,CLOS,WORK,P1,nor,1.2,Classpath not being set correctly,2/14/2001,,,
610,Tomcat 3,Unknown,ramonchu,RESO,FIXE,P5,min,3.2.1,Bugs in default page of Tomcat and README file,2/14/2001,,,
611,Tomcat 3,Config,match,RESO,INVA,P1,cri,3.2.1,Init Parms does not work.,2/14/2001,,,
612,Tomcat 3,Unknown,match,RESO,INVA,P1,maj,3.2.1,getServetName always returns jsp,2/14/2001,,,
613,Ant,Build Pr,dterrian,CLOS,INVA,P5,min,unspe,Use of DESTDIR with JAVAC,2/14/2001,,,
617,Log4j -,Other,Jesper.de.Jong,RESO,FIXE,P5,min,1,Small error in INSTALL document,2/15/2001,,,
618,Tomcat 4,Jasper,aboyett,RESO,FIXE,P1,nor,4.0 M,Error Processing JSPs that use XML Syntax from JSP 1.2 Spec,2/15/2001,,,
619,Xerces-J,Schema-S,huffmanm,CLOS,FIXE,P5,nor,unspe,local attribute declaration must have name= or ref=,2/15/2001,,,
620,Tomcat 3,Connecto,pcantrell,RESO,FIXE,P3,nor,3.2.1,StopTomcat defaults to localhost,2/15/2001,,,
621,Tomcat 3,Connecto,drees,CLOS,LATE,P1,nor,3.2.1,"mod_jk, ajp12 and jsp can't set contentType",2/15/2001,,,
622,Ant,Core tas,skip,RESO,DUPL,P1,min,1.3,Javadoc task fails if 'bottom' attribute is set to empty string,2/15/2001,,5906,622
623,Xerces-J,Core,paul.houghton,RESO,FIXE,P1,maj,unspe,Infinite Loop in org/apache/xerces/utils/URI.java V1.7.0 - the fix cause new bug,2/15/2001,,,
624,Ant,Core tas,ederksen,RESO,FIXE,P1,nor,1.2,copy commands should remove existing file before copying content,2/15/2001,,,
625,Ant,Core,david,CLOS,FIXE,P1,maj,1.3,Fail to handle the external entity...,2/15/2001,,,
626,Fop - No,pdf,claes.randstrom,CLOS,WORK,P3,nor,0.15,Negative number are shifted slightly towards left.,2/16/2001,,,
627,Tomcat 3,Servlet,eison,RESO,WONT,P5,min,3.2 F,"Context.getRealPath(""..filename"") fails",2/16/2001,,,
628,Tomcat 3,Config,davidm,RESO,INVA,P1,nor,3.2.1,Tomcat.bat missing -classpath parameter,2/16/2001,,,
629,Xerces-J,Schema-S,todd.schwartz,RESO,FIXE,P1,nor,1.3.0,Schema validator doesn't correctly handle mixed content with wildcard child,2/16/2001,,,
630,Ant,Core tas,kelly,CLOS,FIXE,P3,maj,1.3,Class loader for <java> with specified classpath incorrectly uses system classpath,2/16/2001,,,
631,Tomcat 3,Unknown,wille,RESO,LATE,P1,nor,3.2.1,RequestDispatcher.include output is in wrong order,2/16/2001,,,
632,Batik -,Bridge,vincent.hardy,CLOS,FIXE,P1,nor,1.0 B,Property handling of the overflow/clip property on pattern,2/16/2001,,,
633,Xerces-J,SAX,gmessner,RESO,INVA,P5,min,1.3.1,SAX 2.0 DTD Parsing report incorrect content models,2/17/2001,,,
634,Tomcat 3,Jasper,jb,RESO,LATE,P1,nor,3.2.1,TagBeginGenerator.convertString(Object.class...),2/17/2001,,,
635,Fop - No,general,ondrap,CLOS,FIXE,P1,nor,0.20.,Doesn't support id= attribute in fo:page-sequence,2/18/2001,"[1231, 6455, 7146, 18576]",635,635
636,Ant,Build Pr,kiwican_dub,CLOS,WORK,P1,blo,1.2,Cannot Build Ant from Source,2/19/2001,,,
637,Tomcat 3,Config,noam,CLOS,LATE,P5,min,3.2.1,mod_jk.conf-auto generating jpr12 and not jpr13,2/19/2001,,,
638,Tomcat 3,Jasper,akerr,RESO,INVA,P1,nor,3.2.1,Custom tags can't be used in rtexprvalue attributes,2/19/2001,,,
639,Ant,Optional,dem,CLOS,FIXE,P1,nor,1.5,JUnitTestRunner masks exceptions,2/19/2001,,,
641,Xerces-J,DOM,neeme.praks,RESO,WORK,P3,nor,1.3.0,occasional NPE from Xerces 1.3.0,2/19/2001,,,
643,Tomcat 3,Webapps,afm229,RESO,INVA,P3,nor,3.2.x,"ContextAdmin.jsp error when ""View All Contexts"" is clicked",2/19/2001,,,
644,Tomcat 4,Catalina,b_basham,RESO,FIXE,P1,maj,4.0 B,javax.servlet.error.exception attribute is wrong,2/19/2001,,,
645,Ant,Optional,patrick.stdennis,RESO,INVA,P1,maj,1.3,XSL Failure on JUnit TestCase/TestSuite,2/19/2001,,,
646,Tomcat 4,Unknown,jemiller,RESO,INVA,P1,nor,4.0 B,Add method to restrict access via IP addresses,2/19/2001,,,
647,Tomcat 4,Unknown,jemiller,RESO,INVA,P1,nor,4.0 B,Method to require strong SSL encryption,2/19/2001,,,
