id,short_desc_processed,product,component,reporter,bug_status,resolution,priority,bug_severity,version,short_desc,opendate,dup_list,root_id,disc_id
370,exec exec task ignore dir bug rat report,Ant,Core tas,cholmes,RESO,WORK,P1,nor,1.2,exec and execon tasks ignore dir BugRat Report#658,12/22/2000,,,
371,web dav status code present core loc,Tomcat 3,Servlet,dsklar,RESO,FIXE,P1,nor,3.2.1,Webdav status code 207 not present in core/LocalStrings.properties BugRat Report#660,12/22/2000,,,
372,example source report invalid js,Tomcat 5,Jasper,tony_robertson,RESO,FIXE,P1,nor,Unkno,"examples/ShowSource always reports ""Invalid JSP file"" due to logic error in ShowSource.java BugRat Report#661",12/22/2000,,,
373,bug tomcat bat bug rat report,Tomcat 3,Unknown,lwilberton,RESO,INVA,P1,nor,3.2.1,bug in tomcat.bat BugRat Report#662,12/23/2000,,,
374,application gzip content encoding support bu,Tomcat 3,Unknown,alin,RESO,INVA,P1,nor,Unkno,application/x-gzip content encoding support BugRat Report#663,12/23/2000,,,
375,additional undo security flaw,Tomcat 3,Auth,acomaillists,CLOS,LATE,P1,nor,3.2.1,additional undoc'd security flaw at least in 3.2 BugRat Report#664,12/26/2000,,,
376,check attribute setter method bug rat rep,Tomcat 3,Jasper,anonymous-bug,RESO,LATE,P1,nor,3.2.1,Check for attribute setter method BugRat Report#665,12/26/2000,,,
377,convert regexp test suite jun bug rat repo,Regexp,Other,pholser,CLOS,WONT,P1,enh,unspe,Convert regexp test suite to JUnit BugRat Report#667,12/26/2000,,,
378,default exec parallel bug rat,Ant,Core tas,anonymous-bug,CLOS,FIXE,P1,nor,1.2,"Default for ExecOn is not ""parallel"" BugRat Report#668",12/27/2000,,,
379,need warn log level logging enhance man,Ant,Core,marvin.greenberg,RESO,LATE,P1,enh,1.2,"Need WARNING Logging level, logging enhancements BugRat Report#669",12/27/2000,,,
380,path handle bugle bug rat report,Ant,Core tas,broz+ant,CLOS,WONT,P1,nor,1.2,$PATH handling buglet BugRat Report#672,12/28/2000,,,
381,jar archives add class,Ant,Core,andreas.schaefer,RESO,FIXE,P1,nor,unspe,"Jar-archives added to the class can cause a ""Build Failed"" error BugRat Report#673",12/29/2000,,,
383,fork java bug rat report,Ant,Core tas,dwalend,RESO,FIXE,P3,enh,1.2,fork javac BugRat Report#676,12/29/2000,"[2072, 2366]",383.0,383.0
384,jp return status message reason phrase,Tomcat 3,Connecto,rainer.jung,RESO,FIXE,P1,nor,3.2.x,AJP13 returns no Status Message (Reason-Phrase RFC 2616) BugRat Report#677,12/30/2000,,,
385,apache mod jk jp bug rat report,Tomcat 3,Connecto,mike.kelly,RESO,INVA,P1,nor,Unkno,Apache mod_jk+ajp13 BugRat Report#678,12/31/2000,,,
386,sig seg launch tomcat dk,Tomcat 3,Unknown,anonymous-bug,RESO,INVA,P1,nor,3.2.x,SIGSEGV 11 on launch of Tomcat 3.2.1 with JDK 1.3 BugRat Report#679,12/31/2000,,,
387,special char tag lib tag bug,Tomcat 3,Jasper,kip,RESO,LATE,P1,nor,3.1.1,using special chars in name of taglibs tag BugRat Report#680,1/1/2001,,,
388,attribute remove app event ing call,Tomcat 4,Catalina,rmandava,RESO,FIXE,P1,nor,4.0 M,attributeRemoved app event geting called even when the attribute is not there in session or servletcontext BugRat Report#681,1/1/2001,,,
389,security issue important attribute expose,Tomcat 4,Catalina,rmandava,RESO,FIXE,P1,nor,4.0 B,Security Issue? Important attributes exposed by ServletContext can be modified BugRat Report#682,1/1/2001,,,
390,change url run ser let http,Tomcat 3,Unknown,anonymous-bug,RESO,INVA,P1,nor,Unkno,I can't change url to run servlet from http://...../examples/servlet/myservlet  to  http://...../examples/myservlet BugRat Report#683,1/2/2001,,,
391,stall processor bug rat report,Tomcat 4,Catalina,thomas,RESO,WONT,P1,nor,4.0 B,stalled processors BugRat Report#685,1/2/2001,[489],391.0,391.0
392,copy task filtering,Ant,Core tas,raphael.pierquin,CLOS,WONT,P1,nor,1.2,copy task does a s/\r/\n/ when filtering is on BugRat Report#686,1/2/2001,,,
393,class null bug rat report,Tomcat 3,Servlet,anonymous-bug,RESO,DUPL,P1,nor,3.2.1,classname null BugRat Report#687,1/2/2001,,296.0,296.0
394,class web class recognize,Tomcat 4,Catalina,mayank.shah,RESO,WORK,P1,nor,4.0 M,Classes not in WEB-INF/classes not recognized as a Servlet (followup to Bug 604) BugRat Report#688,1/2/2001,,,
395,character encoding request parameter,Tomcat 3,Unknown,anonymous-bug,RESO,FIXE,P1,nor,Unkno,Character encoding in request.getParameter() BugRat Report#689,1/2/2001,,,
396,possible nfs conflict bug rat report,Tomcat 3,Servlet,tboyd,CLOS,LATE,P1,nor,3.2.1,Possible NFS Conflict BugRat Report#693,1/3/2001,,,
397,multi form datum upload work thro ug,Tomcat 3,Connecto,kevin.gilpin,RESO,FIXE,P1,nor,3.2.x,multipart/form-data upload doesn't work through mod_jk on ZIP files BugRat Report#696,1/4/2001,,,
398,tomcat home set user bin tom,Tomcat 3,Unknown,anonymous-bug,CLOS,LATE,P1,nor,3.2.1,"If TOMCAT_HOME is already set by user, bin/tomcat.bat should behave more like bin/tomcat.sh BugRat Report#697",1/4/2001,,,
399,tomcat allow view jsp aft,Tomcat 3,Jasper,anonymous-bug,RESO,FIXE,P1,nor,3.2.1,tomcat still allows viewing of a jsp even after the jsp file has been removed from webspace. BugRat Report#699,1/4/2001,,,
400,java lang illegal state exception happen,Tomcat 3,Servlet,dwinterfeldt,RESO,WORK,P1,nor,3.2.1,"java.lang.IllegalStateException: Can't happen - classname is null, who added this ? BugRat Report#700",1/4/2001,,,
401,code bug bug rat report,Tomcat 4,Catalina,lisee,RESO,FIXE,P1,nor,Unkno,these code may have a bug BugRat Report#701,1/5/2001,,,
403,response send redirect ms explorer fai,Tomcat 3,Connecto,anonymous-bug,RESO,WORK,P1,nor,3.2.1,response.sendRedirect() in MS Explorer 5.5 fails using mod_jk.dll with Apache. BugRat Report#703,1/5/2001,,,
405,response send redirect ms explorer fai,Tomcat 3,Connecto,kxd0551,RESO,INVA,P1,nor,3.2.1,response.sendRedirect() in MS Explorer 5.5 fails using both ApacheModuleJServ and mod_jk adapters with Apache. BugRat Report#705,1/5/2001,,,
406,flush jsp page bug rat report,Tomcat 3,Jasper,henri,RESO,INVA,P1,nor,3.2.1,out.flush() call in jsp page. BugRat Report#706,1/5/2001,,,
407,jd bc realm trim name role read,Tomcat 3,Config,arabung,RESO,DUPL,P1,nor,3.1 F,JDBCRealm: Call trim() on names and roles read out of database BugRat Report#707,1/5/2001,,307.0,307.0
408,wrong date format web dav ser let response,Tomcat 4,Catalina,go,RESO,FIXE,P1,nor,4.0 B,Wrong date format in WebDAV servlet response BugRat Report#709,1/8/2001,,,
409,ji kes compilation bug rat report,Tomcat 3,Jasper,klaus.friedel,RESO,FIXE,P1,nor,3.2.1,No jikes compilation BugRat Report#710,1/8/2001,,,
411,start tomcat resource bundle find,Tomcat 3,Config,tchao,RESO,INVA,P1,nor,3.2.x,Cannot Start Tomcat (Resource Bundle not found) BugRat Report#713,1/8/2001,,,
412,spc windows fail handle include su,Tomcat 3,Jasper,Nick.Holloway,VERI,LATE,P1,nor,3.2.1,JspC on Windows fails to handle includes in subdirectories BugRat Report#714,1/8/2001,,,
413,ant exec command fail dk bug rat repo,Ant,Core tas,anonymous-bug,RESO,FIXE,P1,nor,1.2,ant exec command fails with jdk1.3 BugRat Report#715,1/8/2001,,,
414,tar gz bundle problem extract bug,Tomcat 4,Unknown,anonymous-bug,RESO,FIXE,P1,nor,4.0 B,tar.gz bundle have problems for extracting BugRat Report#716,1/8/2001,,,
415,tomcat refuse recompile new jsp source,Tomcat 3,Jasper,asheriff,RESO,WORK,P1,nor,3.2.1,Tomcat 3.2 refuses to recompile new JSP source BugRat Report#717,1/8/2001,,,
416,tag attribute info constructor signature co,Tomcat 3,Jasper,anonymous-bug,RESO,INVA,P1,nor,3.2.1,TagAttributeInfo constructor signature is incorrect BugRat Report#718,1/8/2001,,,
417,unable load class instead java lang cl,Tomcat 3,Jasper,raghavanshobha,RESO,INVA,P1,enh,3.1.1,Unable to load class instead of java.lang.NoClassDefFoundError BugRat Report#719,1/8/2001,,,
418,escape url recognize tomcat bug,Tomcat 3,Servlet,jasper_de_keijzer,RESO,DUPL,P1,nor,3.2.1,Escaped URL's are not recognized by Tomcat BugRat Report#723,1/9/2001,,369.0,369.0
419,tomcat properly seperate ser let,Tomcat 4,Connecto,anonymous-bug,RESO,FIXE,P1,nor,4.0 B,Tomcat does not properly seperate the servlet name when the URL is encoded witht a session ID and no extra path info. BugRat Report#726,1/9/2001,,,
420,dir attribute exec work bug rat rep,Ant,Core tas,agoodno,CLOS,INVA,P1,nor,1.2,dir attribute on <exec> not working BugRat Report#727,1/9/2001,,,
421,mod jk build fail solaris sparc bug rat rep,Tomcat 3,Connecto,anonymous-bug,RESO,DUPL,P1,nor,3.2.x,mod_jk build fails on Solaris/sparc BugRat Report#728,1/9/2001,,1343.0,354.0
422,tomcat illegal operation close,Tomcat 3,Unknown,anantl,RESO,INVA,P1,nor,Unkno,Tomcat make illegal operation and close itself suddenly BugRat Report#729,1/10/2001,,,
424,welcome file tag fail bug rat report,Tomcat 3,Config,John.Korpal,RESO,WORK,P1,nor,3.2.1,Welcome-file tag fails BugRat Report#733,1/10/2001,,,
425,class load ver fier error follow bug,Tomcat 4,Catalina,anonymous-bug,RESO,INVA,P1,nor,4.0 M,ClassLoaded & Verifier error (follow up Bugs 604 and 688) BugRat Report#734,1/10/2001,,,
426,jsp include bug rat report,Tomcat 3,Jasper,anonymous-bug,RESO,INVA,P1,nor,3.2.x,JSP includes BugRat Report#735,1/10/2001,,,
427,unable unwrap war file place,Tomcat 3,Config,anonymous-bug,RESO,WONT,P1,nor,3.2.x,Unable to Unwrap the WAR file if placed in different context. And not reading the web.xml file. BugRat Report#737,1/11/2001,,,
428,jsp tags name valid variable name bu,Tomcat 4,Jasper,anonymous-bug,RESO,FIXE,P1,nor,4.0 B,JSP tags names must be valid variable names BugRat Report#738,1/11/2001,,,
429,problem try store refer ance,Tomcat 3,Auth,gokul.singh,RESO,FIXE,P1,nor,3.2.x,Problem when I try to store a referance to the session in the context and then when I try to access it in the next request I get NullPointerException BugRat Report#739,1/11/2001,,,
430,url pattern security constraint break bug,Tomcat 3,Servlet,taso,RESO,FIXE,P1,nor,3.2.1,url-pattern in security constraint broken BugRat Report#741,1/11/2001,,,
432,tar directory checksum error jakarta tom,Tomcat 3,Config,anonymous-bug,RESO,INVA,P1,nor,3.2.1,"""tar: directory checksum error"" on jakarta-tomcat-3.2.1-src.tar BugRat Report#745",1/11/2001,,,
433,additional logging jk uri worker map fun,Tomcat 3,Connecto,jamescourtney_1999,RESO,FIXE,P1,nor,3.2.x,"Additional logging in jk_uri_worker_map.c, function map_uri_to_worker BugRat Report#746",1/11/2001,,,
434,java io io exception import bug,Tomcat 3,Jasper,dev,RESO,FIXE,P1,maj,3.2.x,java.io.IOException shouldn't be imported BugRat Report#748,1/11/2001,,,
435,web work war web work fail ok,Tomcat 4,Catalina,anonymous-bug,RESO,INVA,P1,nor,4.0 B,"webwork.war (webwork 0.9) fails in 4.0, ok in 3.2.1 BugRat Report#750",1/12/2001,,,
436,null pointer exception throw session inter ep,Tomcat 3,Servlet,kzaragoza,RESO,INVA,P1,nor,3.1 F,NullPointerException thrown in SessionInterceptor when debug logging is on BugRat Report#751,1/12/2001,,,
437,parameter ignore char set,Tomcat 3,Unknown,anonymous-bug,RESO,FIXE,P1,nor,Unkno,req.getParameter(name) Ignores charset. always assumes ISO8859-1. BugRat Report#753,1/12/2001,,,
438,tomcat send real port apache,Tomcat 4,Unknown,dwilliams,RESO,WONT,P1,nor,4.0 B,Tomcat sending the real port which Apache is running on. BugRat Report#754,1/12/2001,,,
439,use custom tags illegal access error bug,Tomcat 3,Unknown,thomas,RESO,WORK,P1,nor,Unkno,"Cannot use custom tags, illegalAccessError BugRat Report#755",1/12/2001,,,
440,http post incorrect behavior bug rat report,Tomcat 3,Servlet,anonymous-bug,RESO,WORK,P1,nor,3.2.1,HTTP POST incorrect behavior BugRat Report#758,1/12/2001,,,
441,bug bug rat report,Tomcat 3,Servlet,anonymous-bug,RESO,INVA,P1,nor,3.2.1,[BUG] BugRat Report#759,1/14/2001,,,
442,tomcat die time bug rat report,Tomcat 3,Servlet,ralf.eichinger,RESO,INVA,P1,nor,3.1 F,tomcat dying after some time BugRat Report#760,1/14/2001,,,
443,incomplete class path run bug rat,Tomcat 3,Config,vic4,RESO,WORK,P1,nor,3.2.x,incomplete classpath when running from BugRat Report#761,1/14/2001,,,
444,tomcat temin ted unexpectedly bug rat report,Tomcat 3,Servlet,zhanyi,RESO,WORK,P1,nor,3.2.1,tomcat teminated unexpectedly BugRat Report#765,1/14/2001,,,
445,bug encode url encode redirect ur,Tomcat 4,Catalina,simone.cella,RESO,FIXE,P1,nor,4.0 B,bug when using encodeURL and encodeRedirect URL methods (it all works perfectly using Tomcat 3.1) BugRat Report#766,1/15/2001,,,
446,size jasper log configure,Tomcat 3,Config,reinhard.schick,RESO,WONT,P1,nor,3.2.1,The size of jasper.log can't be configured ?! BugRat Report#767,1/15/2001,,,
447,class path issue tomcat doc app dev sample,Tomcat 3,Servlet,Gerd.Meister,RESO,FIXE,P1,nor,3.2.1,Classpath issue for tomcat\doc\appdev\sample\Build.bat under Windows BugRat Report#768,1/15/2001,,,
448,support prop patch web dav ser let bug rat,Tomcat 4,Catalina,tomcat-bugs,RESO,WONT,P1,nor,4.0 B,Support for PROPPATCH in WebDAV Servlet BugRat Report#769,1/15/2001,,,
449,org apache tomcat facade http session facade,Tomcat 3,Servlet,ccox,RESO,INVA,P1,nor,3.2.x,org.apache.tomcat.facade.HttpSessionFacade.getAttribute(HttpSessionFacade.java:162) BugRat Report#770,1/15/2001,,,
450,request dispatcher forward break custom,Tomcat 3,Servlet,anonymous-bug,RESO,INVA,P1,nor,3.2.x,RequestDispatcher.forward() broken with custom ServletRequest implementations BugRat Report#771,1/15/2001,,,
451,ser let exception display wrong line deb,Tomcat 3,Jasper,anonymous-bug,RESO,WONT,P5,min,3.2.x,ServletException displaying wrong lines in debug information BugRat Report#772,1/15/2001,,,
452,jsp include html flush true,Tomcat 4,Jasper,anonymous-bug,RESO,WORK,P1,nor,Unkno,"Using jsp:include with an html and flush=""true"" generates exception BugRat Report#773",1/15/2001,,,
453,error jsp include jsp file flush tru,Tomcat 4,Jasper,anonymous-bug,RESO,FIXE,P1,nor,Unkno,"Errors in jsp:include jsp file with flush=""true"" are not displayed in Internet Explorer BugRat Report#775",1/15/2001,,,
454,mod jk bug spawn unlimited rogue apache pro ce,Tomcat 3,Connecto,bixler99,CLOS,LATE,P1,nor,3.2 F,mod_jk bug spawns unlimited rogue Apache processes BugRat Report#776,1/16/2001,,,
455,jsp html work fine tomcat standalone,Tomcat 3,Connecto,anonymous-bug,RESO,INVA,P1,nor,3.2 F,JSP or HTML work fine when tomcat standalone but not integrated into Apache Webserver BugRat Report#777,1/16/2001,,,
456,redirect welcome file work bu,Tomcat 3,Unknown,mho,RESO,INVA,P1,nor,Unkno,Redirect to welcome file works not too well BugRat Report#780,1/16/2001,,,
457,problem virtual host nt bug rat rep,Tomcat 3,Unknown,mho,RESO,FIXE,P1,nor,3.3 B,Problems with virtual hosts on NT BugRat Report#781,1/16/2001,,,
458,error mount web app mod web app,Tomcat 4,Connecto,brantner,RESO,FIXE,P3,nor,4.0 B,Error Mounting a WebApp over mod_webapp with Apache BugRat Report#782,1/16/2001,,,
459,input stream cause parameter,Tomcat 3,Unknown,tim_tye,RESO,INVA,P1,nor,Unkno,req.getInputStream()  causes req.getParameterNames() to hang 60-80 seconds. BugRat Report#783,1/16/2001,,,
460,ser let request character encoding return,Tomcat 3,Unknown,tim_tye,RESO,DUPL,P1,nor,Unkno,Servlet Request getCharacterEncoding returns Incorrect value on Netscape. BugRat Report#784,1/16/2001,,461.0,460.0
461,use set character encode utf chan,Tomcat 4,Unknown,tim_tye,RESO,FIXE,P1,nor,Unkno,"Use setCharacterEncoding(""UTF8"") does not change the way getParameterValue*() decodes characters. BugRat Report#785",1/16/2001,[460],461.0,460.0
462,thread jk jp worker spin infinite,Tomcat 3,Unknown,bjv,RESO,DUPL,P1,nor,3.2 F,Thread in jk_ajp12_worker.c spins in infinite loop BugRat Report#786,1/16/2001,,264.0,264.0
463,tx example io exception example,Tomcat 3,Encoding,sijaiko,RESO,FIXE,P1,nor,3.2.1,Ctx( /examples ): IOException in: R( /examples +  + null) Not an ISO 8859_1 character:? BugRat Report#788,1/17/2001,,,
464,bug rat report,Tomcat 3,Unknown,ayakovets,RESO,INVA,P1,nor,Unkno,a BugRat Report#789,1/17/2001,,,
465,incomplete documentation server xml apa,Tomcat 4,Connecto,aterrill,RESO,FIXE,P1,nor,4.0 B,Incomplete Documentation in server.xml for apache connector BugRat Report#790,1/17/2001,,,
466,server throw request exception,Tomcat 3,Connecto,pv_rajesh,RESO,FIXE,P1,nor,3.2.x,Server throws an request exception for  every request BugRat Report#792,1/17/2001,,,
468,wait minute response netscape,Tomcat 3,Servlet,nixnixnix,RESO,WORK,P1,maj,3.2.3,Waiting 1 minute for response after Netscape issue a POST method to Tomcat BugRat Report#794,1/17/2001,,,
469,example tag lib tld urn uri bu,Watchdog,Servlet,jimfitzw,UNCO,---,P1,nor,unspe,"in example-taglib.tld ""urn"" should be ""uri"" BugRat Report#795",1/17/2001,,,
470,fail positive forward jsp positive include,Watchdog,Servlet,jimfitzw,UNCO,---,P1,nor,unspe,FAIL positiveForward.jsp and positiveInclude.jsp BugRat Report#796,1/17/2001,,,
471,problem jk nt service blank pac,Tomcat 3,Connecto,amit,CLOS,LATE,P5,min,3.2 F,Problem using jk_nt_service (with a blank space in tomcat_home directory path) BugRat Report#797,1/17/2001,,,
472,nonfatal internal error,Tomcat 4,Catalina,anonymous-bug,RESO,INVA,P1,nor,4.0 B,A nonfatal internal JIT <3.10.107<x>> error: NULL relocation target' has occurred in: 'org/apache/crimson/parser/Paser2.maybeComment <Z>Z': Interpreting method. BugRat Report#798,1/17/2001,[3818],472.0,472.0
473,header set bug rat report,Tomcat 3,Servlet,gokul.singh,RESO,WORK,P1,nor,3.2.1,Headers not being set BugRat Report#799,1/18/2001,,,
474,start tomcat security bug rat report,Tomcat 3,Config,egomolka,RESO,WORK,P1,nor,3.2.1,Can't start Tomcat with security BugRat Report#800,1/18/2001,,,
475,simple tcp connector work bug rat report,Tomcat 3,Connecto,anonymous-bug,RESO,FIXE,P1,nor,3.2.x,SimpleTcpConnector doesn't work BugRat Report#802,1/18/2001,,,
476,match action processor process match,ORO,Main,matthew.stevens,CLOS,FIXE,P1,nor,Unkno,MatchActionProcessor.processMatches does not set 'info.pattern' as it is documented too BugRat Report#803,1/19/2001,,,
477,mort package include jsp page bug rat,Tomcat 3,Unknown,anonymous-bug,RESO,WORK,P1,nor,Unkno,Imort of packages in included JSP page BugRat Report#805,1/19/2001,,,
478,ant ant file dir build xml dir dir,Ant,Core tas,atiyaman,CLOS,WORK,P1,nor,1.2,"<ant antfile=""mydir/mybuild.xml"" dir=""mydir"" /> DIR does not work right BugRat Report#806",1/19/2001,,,
479,ant build fail ejb jar bug rat report,Ant,Optional,Michael.Shamberger,RESO,WORK,P1,nor,unspe,ant build fails in ejbjar BugRat Report#807,1/19/2001,,,
480,jsp programm execute tomcat bug rat,Tomcat 3,Jasper,adannecker,RESO,WORK,P1,nor,3.2.1,JSP programm can't execute in Tomcat ! BugRat Report#810,1/20/2001,,,
481,mislead exception report bug rat report,Tomcat 3,Jasper,AEG-Inc,RESO,WONT,P1,nor,3.2.1,Misleading exception report BugRat Report#812,1/20/2001,,,
482,installation bug rat report,Tomcat 3,Config,gupta.munish,RESO,FIXE,P1,nor,3.2.1,INstallation BugRat Report#813,1/20/2001,,,
483,jsp tomcat bug bug rat report,Tomcat 3,Unknown,anonymous-bug,RESO,WORK,P1,nor,Unkno,jsp with tomcat bug BugRat Report#814,1/21/2001,,,
484,request dispatcher work incorrectly bug rat,Tomcat 3,Connecto,filip,RESO,WORK,P1,nor,3.2.x,getRequestDispatcher works incorrectly BugRat Report#815,1/21/2001,,,
485,cookie attribute handle cookie,Tomcat 3,Servlet,anonymous-bug,CLOS,LATE,P1,nor,3.2.x,Cookie attributes not handled for cookies in Request BugRat Report#816,1/21/2001,,,
486,instead content include page whe,Tomcat 3,Encoding,a_ilyin,CLOS,LATE,P1,nor,3.2.1,????? instead of content of @include pages when contentType present in root page BugRat Report#817,1/22/2001,,,
487,spc stack exe pti bug rat report,Tomcat 4,Jasper,avolovoy,RESO,DUPL,P1,nor,4.0 B,JSPC Empty stack exeption BugRat Report#818,1/22/2001,,821.0,487.0
488,ser let output stream write byte off,Tomcat 4,Unknown,vido,RESO,FIXE,P1,nor,4.0 B,"ServletOutputStream.write(byte[] b, int offs, int length) does not seem to work properly. BugRat Report#819",1/22/2001,,,
489,catalina http processor close,Tomcat 4,Catalina,vido,RESO,DUPL,P1,nor,4.0 B,Catalina's HttpProcessor doesn't always close its socket properly. BugRat Report#820,1/22/2001,,391.0,391.0
490,project tag blow parse bug rat report,Ant,Core,jwortmann,CLOS,WONT,P1,enh,unspe,Project tag blows up on parse BugRat Report#821,1/22/2001,,,
491,incorrect java generation load bug rat,Tomcat 3,Jasper,viola,RESO,INVA,P1,nor,3.1 F,incorrect .java generation under load BugRat Report#822,1/23/2001,,,
492,exception wildcard url ser let mapping bug,Tomcat 3,Servlet,gvz,RESO,INVA,P1,nor,3.2.x,Exception on wildcard URL servlet mapping BugRat Report#823,1/23/2001,,,
495,bug rat report,Tomcat 3,Unknown,adannecker,RESO,FIXE,P1,nor,3.1 F,what is this BugRat Report#828,1/23/2001,,,
497,oro die try match string,ORO,Main,dglo,CLOS,FIXE,P1,nor,Unkno,ORO dies while trying to match a String with wierd characters BugRat Report#831,1/23/2001,,,
498,problem xe rce bug rat report,Tomcat 3,Unknown,crni,RESO,INVA,P1,nor,3.2.x,Problems with using xerces BugRat Report#833,1/24/2001,,,
499,web xml break ji kes compilation break bug,Tomcat 3,Servlet,tim.taylor,RESO,FIXE,P1,nor,3.2.1,web.xml broken.  Jikes compilation broken. BugRat Report#834,1/24/2001,,,
500,rename xml jsp cause error ie bug rat,Tomcat 3,Unknown,rbala,RESO,INVA,P1,nor,Unkno,Renaming XML as JSP causes errors on IE BugRat Report#835,1/24/2001,,,
503,java code unix file sep erat hard code,Tomcat 3,Unknown,marc.chamberlain,CLOS,LATE,P1,blo,3.2.1,Java code has UNIX file seperator hardcoded,1/31/2001,,,
504,valid session replace forward,Tomcat 3,Unknown,joerg.ahrens,RESO,FIXE,P3,nor,3.2.1,valid sessions are replaced during forward,1/31/2001,,,
506,spc relative tag lib uri resolve correctly,Tomcat 3,Jasper,kchan,RESO,LATE,P1,nor,3.2.1,JspC relative taglib URI not resolved correctly,1/31/2001,,,
507,bad ascii stream,Fop - No,general,fotis.jannidis,CLOS,FIXE,P1,nor,all,bad ASCII85 stream,2/1/2001,,,
508,single word line hyphenate,Fop - No,general,fotis.jannidis,CLOS,INVA,P1,nor,all,single words in one line won't get hyphenated,2/1/2001,,,
509,null pointer exception file append er sub append,Log4j -,Appender,dave.miller,RESO,FIXE,P1,maj,1,NullPointerException in FileAppender.subAppend,2/1/2001,,,
510,jk sock bu handle premature close,Tomcat 3,Connecto,bjv,RESO,FIXE,P3,nor,3.2 F,jk_sockbuf.c does not handle premature closes from tomcat connector,2/1/2001,,,
511,web app dtd store remotely,Tomcat 3,Servlet,mark,CLOS,LATE,P5,enh,3.1 F,Why is the web-app dtd stored remotely?,2/1/2001,,,
512,mod jk load virtual host,Tomcat 3,Config,jean-paul_abgrall,RESO,LATE,P3,nor,3.2.1,mod_jk can't be loaded from within <VirtualHost>,2/1/2001,,,
514,embed fop use writer instead str,Fop - No,document,fotis.jannidis,CLOS,INVA,P1,nor,0.17,embedding fop still uses writer instead of streams,2/2/2001,,,
515,test,Fop - No,page-mas,fotis.jannidis,CLOS,INVA,P1,nor,0.17,just a test,2/2/2001,,,
516,test,Fop - No,document,fotis.jannidis,CLOS,INVA,P1,nor,all,test,2/2/2001,,,
517,response problem ie,Tomcat 3,Unknown,dsmith,CLOS,FIXE,P1,nor,3.2 F,Response problems when using IE,2/2/2001,,,
518,fail element batik support,Batik -,Bridge,vincent.hardy,RESO,FIXE,P1,nor,1.0 B,Do not fail on elements Batik does not support,2/2/2001,,,
519,temporary support alt glyph svg font,Batik -,GVT Text,vincent.hardy,RESO,FIXE,P1,nor,1.0 B,Temporary support for alt-glyph and SVG fonts,2/2/2001,,,
520,nonfatal internal error rel,Tomcat 4,Catalina,PhilmoreW,RESO,INVA,P1,nor,4.0 B,Nonfatal internal JIT (3.10.107(x)) error 'Relocation error:  NULL relocation target',2/2/2001,,,
521,jsp file generate class find exception,Tomcat 3,Jasper,jeandd123,RESO,INVA,P1,blo,3.2 F,Jsp file generating CLASSNOT FOUND exception during compliation,2/3/2001,,,
522,resource implementation log exception,Tomcat 4,Catalina,craig.mcclanahan,RESO,FIXE,P3,nor,Night,Resources Implementation Logs Too Many Exceptions,2/3/2001,,,
523,nest class path possible task def,Ant,Build Pr,jtfox,CLOS,WORK,P3,nor,unspe,nested classpath not possible with taskdef,2/4/2001,,,
524,use apache ssi mod ser,Tomcat 3,Connecto,Nick.Holloway,RESO,WONT,P1,nor,3.2.1,Can't use Apache SSI with mod_jserv,2/5/2001,,,
525,bean initialization guarantee complete,Tomcat 3,Jasper,mat,RESO,LATE,P1,maj,3.1 F,bean initialization not guaranteed to be complete,2/5/2001,,,
526,jp hang multi form datum http,Tomcat 3,Connecto,martin,RESO,FIXE,P3,nor,3.2.1,ajp13 hangs with multipart/form-data e.g. HTTP upload,2/5/2001,[294],526.0,294.0
527,change jar file web lib conf,Tomcat 3,Jasper,martin,RESO,LATE,P5,min,3.2.1,Changing .jar file in WEB-INF/lib might confuse the server,2/5/2001,,,
528,define simple type tei definition,Tomcat 3,Jasper,kip,RESO,INVA,P1,nor,3.1 F,can't define simple types with tei definitions in taglib,2/5/2001,,,
529,parse web xml,Tomcat 4,Catalina,llturro,RESO,INVA,P1,nor,4.0 B,Parsing web.xml,2/5/2001,,,
530,problem html form datum upload http,Tomcat 3,Unknown,brentboyer,CLOS,LATE,P1,maj,3.2.1,problem with HTML form data upload (via HTTP POST) to a JSP,2/5/2001,,,
531,jasper class loader load compile ser let,Tomcat 4,Jasper,remm,RESO,FIXE,P1,blo,Night,Jasper classloader can't load compiled servlet,2/5/2001,,,
532,jd bc realm au th fail inter base inter client,Tomcat 3,Auth,labiance,RESO,FIXE,P3,maj,3.2.1,JDBCRealm auth fails using interbase interclient,2/5/2001,,,
535,deadlock connection handler,Tomcat 3,Connecto,pwinkler,RESO,DUPL,P1,maj,3.2.1,deadlock in connection handler,2/6/2001,,136.0,136.0
536,check handle primitive unit filter,Batik -,GVT Filt,vincent.hardy,RESO,FIXE,P1,nor,1.0 B,Check handling of primitiveUnits in filters,2/6/2001,,,
539,access interceptor bug,Tomcat 3,Auth,dcernahoschi,RESO,FIXE,P1,nor,3.2.1,Access Interceptor bug,2/7/2001,,,
540,error example documentation,Tomcat 3,Servlet,dumchikov,RESO,FIXE,P1,nor,3.2 F,error in examples and documentation,2/7/2001,,,
542,property load input stream fail ejb cli,Ant,Core tas,bobby.woolf,RESO,WORK,P1,maj,1.2,Properties.load(InputStream) fails for EJB client run by Ant 1.2,2/7/2001,,,
543,null pointer exception jun task,Ant,Optional,timurz,CLOS,FIXE,P1,nor,1.3,NullPointerException in junit task,2/7/2001,,,
